latitude,longitude,elevation,date,month,season,soil_moisture,soil_temperature,soil_ph,bulk_density,sand_percentage,silt_percentage,clay_percentage,nitrogen_content,phosphorus_content,potassium_content,organic_matter,electrical_conductivity,air_temperature,relative_humidity,rainfall,solar_radiation,days_since_fertilization,fertilizer_type,irrigation_frequency,crop_rotation,soil_health_index,crop_yield_potential,fertilizer_n_recommendation,fertilizer_p_recommendation,fertilizer_k_recommendation,irrigation_requirement,soil_degradation_risk,cluster_labels
30.2,-79.9,619.1,2023-10-05,10,Fall,23.6,20.3,9.0,1.3,25.2,44.1,30.7,30.2,9.4,68.5,2.77,1.5,24.3,79.0,11.8,27.9,52,NPK,3,Fallow,55.5,3.1,169.8,90.6,81.5,26.4,Low,3
33.7,-89.8,315.7,2023-02-17,2,Winter,17.1,12.4,5.22,1.3,57.8,14.7,27.5,30.1,28.1,45.8,4.81,1.0,14.2,64.8,38.0,15.2,283,NPK,0,Fallow,69.9,4.3,169.9,71.9,104.2,26.3,Low,0
39.5,-110.1,792.7,2023-03-18,3,Spring,32.7,22.6,5.27,1.1,37.8,39.9,22.3,15.4,19.5,86.1,1.92,0.3,30.4,49.0,86.1,20.3,276,Organic,2,Wheat-Legume,58.6,4.9,184.6,80.5,63.9,17.3,Medium,1
25.2,-95.3,612.3,2024-12-01,12,Winter,28.0,18.2,5.58,1.4,61.1,2.8,36.1,10.8,8.1,66.9,2.83,1.1,18.4,69.3,7.9,11.4,269,NPK,0,Corn-Soy,61.5,4.0,189.2,91.9,83.1,17.6,Low,3
36.8,-82.9,411.4,2023-10-15,10,Fall,33.2,18.0,6.32,1.3,49.3,14.5,36.2,75.2,7.1,50.6,4.46,0.3,20.7,88.3,36.3,18.4,128,NPK,2,Corn-Soy,77.1,5.0,124.8,92.9,99.4,16.8,Low,3
37.3,-81.5,548.2,2024-07-10,7,Summer,31.3,27.2,6.91,1.1,53.6,22.2,24.1,20.9,11.7,52.6,7.37,0.3,28.8,64.7,40.1,26.3,21,,6,Monoculture,73.7,5.0,179.1,88.3,97.4,28.0,Low,1
37.8,-95.0,263.6,2024-07-31,7,Summer,15.2,27.2,9.0,1.3,42.9,47.6,9.5,19.6,23.9,85.4,4.1,0.6,30.4,30.0,6.1,24.2,259,,5,Diversified,56.8,3.1,180.4,76.1,64.6,52.3,Low,1
29.8,-104.7,122.7,2024-11-04,11,Fall,32.5,21.2,6.45,1.5,58.4,31.3,10.4,13.5,5.8,75.3,0.5,0.2,23.3,63.5,18.8,15.1,248,,5,Diversified,46.8,3.2,186.5,94.2,74.7,17.5,Medium,2
39.3,-71.3,1106.2,2023-02-03,2,Winter,34.3,8.0,8.64,1.7,39.8,43.3,17.0,12.3,7.3,30.3,3.2,1.1,9.1,86.8,5.5,11.6,135,,1,Fallow,54.7,2.5,187.7,92.7,119.7,12.6,Medium,0
26.8,-86.8,277.3,2023-07-03,7,Summer,20.3,30.3,8.11,1.0,14.8,81.2,4.0,26.2,10.4,90.0,4.5,0.1,33.9,54.2,28.5,24.8,143,Phosphorus,4,Diversified,68.0,3.9,173.8,89.6,60.0,44.6,Low,1
29.0,-99.6,326.8,2023-11-19,11,Fall,17.9,21.1,9.0,1.1,22.4,35.6,41.9,24.0,15.5,61.5,7.37,1.6,20.7,46.6,33.0,18.8,299,Organic,2,Diversified,64.1,2.7,176.0,84.5,88.5,32.1,Low,3
42.5,-106.0,80.1,2023-01-17,1,Winter,20.8,6.6,7.92,1.3,55.8,18.4,25.8,15.5,2.1,46.1,2.08,1.3,4.7,84.9,11.3,10.8,364,Organic,2,Monoculture,55.3,2.3,184.5,97.9,103.9,23.3,Low,0
39.8,-83.4,644.7,2023-08-01,8,Summer,12.3,26.0,9.0,1.3,36.5,54.6,8.9,30.5,7.5,38.3,3.24,0.2,30.9,42.6,90.8,25.2,176,NPK,4,Fallow,52.5,3.9,169.5,92.5,111.7,56.6,Low,1
25.3,-107.9,320.5,2024-08-24,8,Summer,7.4,30.7,4.84,1.6,43.7,37.5,18.8,18.1,8.4,49.7,0.71,0.5,32.8,47.6,154.9,29.5,109,,3,Wheat-Legume,38.8,2.9,181.9,91.6,100.3,63.9,High,1
30.0,-111.4,384.8,2023-05-28,5,Spring,30.2,21.6,6.49,1.5,63.7,32.8,3.5,27.6,6.5,54.2,3.61,0.3,28.1,46.3,153.3,18.9,139,NPK,2,Diversified,75.8,7.6,172.4,93.5,95.8,19.8,Low,2
29.3,-93.5,422.0,2024-12-30,12,Winter,13.5,11.0,4.98,0.9,52.6,41.5,6.0,24.5,15.8,37.9,3.84,0.4,13.0,69.5,32.3,12.2,191,Nitrogen,2,Corn-Soy,62.9,3.2,175.5,84.2,112.1,29.2,Low,3
30.4,-105.5,146.4,2024-02-12,2,Winter,23.1,14.1,5.58,1.2,72.0,11.7,16.4,18.6,4.8,62.0,1.15,0.1,11.7,60.8,13.3,12.3,93,Nitrogen,0,Corn-Soy,50.2,2.9,181.4,95.2,88.0,21.5,Medium,0
30.0,-88.6,633.2,2023-03-20,3,Spring,35.3,21.3,5.51,1.0,69.7,20.1,10.2,29.2,14.0,34.0,1.43,0.7,24.6,63.1,61.8,11.5,171,Phosphorus,2,Wheat-Legume,50.3,3.6,170.8,86.0,116.0,14.7,Medium,2
26.3,-114.1,345.8,2023-11-03,11,Fall,33.9,26.3,9.0,1.0,87.3,10.0,2.7,34.8,3.9,20.6,3.29,0.4,22.9,56.6,11.9,17.3,219,NPK,2,Wheat-Legume,63.1,3.6,165.2,96.1,129.4,16.1,Low,2
34.2,-87.3,38.9,2023-06-16,6,Summer,12.8,32.3,6.59,1.4,32.9,20.4,46.7,33.4,8.3,56.1,4.25,0.1,29.5,45.4,42.9,27.8,153,Organic,3,Diversified,71.3,4.7,166.6,91.7,93.9,55.8,Low,1
39.7,-105.8,549.7,2024-07-31,7,Summer,26.9,27.4,9.0,1.3,65.4,19.5,15.2,9.7,5.8,67.6,4.4,0.8,29.5,45.2,123.1,24.5,365,Nitrogen,5,Diversified,61.4,6.6,190.3,94.2,82.4,34.7,Low,1
37.1,-120.0,245.2,2023-09-04,9,Fall,19.5,16.2,6.45,1.6,83.6,6.3,10.1,34.7,8.6,77.7,5.22,1.2,18.8,60.2,15.9,21.0,59,NPK,1,Wheat-Legume,75.1,4.2,165.3,91.4,72.3,30.5,Medium,2
38.5,-113.7,159.7,2024-08-03,8,Summer,17.9,25.3,4.95,1.0,26.1,22.1,51.8,25.8,12.4,87.6,3.39,0.1,27.7,60.0,75.4,24.2,332,Organic,2,Diversified,61.7,6.6,174.2,87.6,62.4,48.2,Low,1
26.6,-73.3,58.7,2024-02-03,2,Winter,31.2,17.1,6.32,1.3,39.9,42.6,17.5,27.3,14.3,28.4,4.74,0.8,16.8,72.4,25.1,18.6,346,NPK,2,Wheat-Legume,81.4,5.7,172.7,85.7,121.6,15.0,Low,0
44.0,-76.6,197.4,2024-11-24,11,Fall,16.8,14.7,7.96,1.2,29.6,8.2,62.2,7.0,9.0,59.8,0.86,0.4,14.3,50.9,17.6,14.8,158,Phosphorus,1,Corn-Soy,49.6,2.7,193.0,91.0,90.2,33.2,Medium,3
41.8,-108.3,180.4,2024-07-07,7,Summer,21.3,25.2,7.51,1.6,44.7,30.2,25.1,9.7,16.1,78.4,4.75,0.1,35.3,24.6,49.3,26.6,71,Organic,4,Fallow,76.7,5.4,190.3,83.9,71.6,43.0,Medium,1
41.1,-81.1,590.5,2023-12-06,12,Winter,30.6,5.0,6.99,1.1,61.0,30.7,8.2,17.8,23.2,55.9,1.52,0.3,3.6,68.5,27.3,11.9,220,Organic,0,Fallow,63.2,3.4,182.2,76.8,94.1,15.5,Medium,3
41.5,-89.6,169.0,2024-01-29,1,Winter,39.3,8.2,7.68,1.3,54.0,43.2,2.8,8.1,4.2,53.3,0.5,0.3,7.8,56.4,9.3,11.1,93,NPK,0,Corn-Soy,54.2,2.5,191.9,95.8,96.7,8.6,Medium,0
43.7,-71.5,71.8,2023-05-24,5,Spring,41.0,18.7,9.0,1.0,51.8,27.0,21.2,47.4,12.2,66.4,1.1,0.1,25.1,66.2,29.7,19.5,74,NPK,1,Fallow,46.7,2.5,152.6,87.8,83.6,9.0,Medium,0
35.9,-101.3,387.7,2024-12-06,12,Winter,25.2,4.5,4.67,1.6,55.5,42.3,2.1,13.1,4.8,85.2,2.68,0.2,4.1,93.4,1.4,14.3,36,Nitrogen,2,Wheat-Legume,65.3,3.1,186.9,95.2,64.8,19.8,Low,3
29.0,-85.9,610.7,2023-03-22,3,Spring,27.8,22.8,7.23,1.7,23.2,63.6,13.2,11.1,14.5,55.0,1.71,0.3,24.0,72.0,111.5,19.2,317,Organic,2,Wheat-Legume,55.5,6.0,188.9,85.5,95.0,22.2,Medium,1
37.3,-116.8,207.9,2024-05-27,5,Spring,36.4,21.9,5.5,1.2,48.1,33.6,18.3,16.4,2.6,61.1,2.18,0.4,24.0,53.1,5.9,16.8,216,NPK,3,Wheat-Legume,58.2,3.7,183.6,97.4,88.9,13.6,Low,2
39.9,-100.2,896.4,2023-12-21,12,Winter,28.6,8.6,8.32,1.1,65.5,29.0,5.5,18.0,4.4,41.4,6.14,0.1,9.6,87.5,11.8,11.5,130,NPK,0,Wheat-Legume,70.0,3.3,182.0,95.6,108.6,17.2,Low,3
39.8,-71.8,545.0,2023-02-24,2,Winter,35.7,8.7,5.64,1.4,44.7,38.6,16.7,22.8,13.1,39.6,0.5,0.4,14.1,76.5,92.5,13.8,361,NPK,1,Wheat-Legume,54.2,4.1,177.2,86.9,110.4,11.4,Medium,0
35.4,-93.1,647.2,2023-04-11,4,Spring,37.2,24.0,5.66,1.1,49.6,40.7,9.7,6.5,10.1,29.7,0.93,0.1,29.0,29.3,90.8,19.6,48,NPK,2,Fallow,59.6,5.1,193.5,89.9,120.3,12.8,Medium,1
26.4,-105.6,379.9,2024-03-23,3,Spring,38.2,26.2,5.2,1.5,52.7,30.3,17.0,10.4,27.2,26.2,2.32,0.1,30.5,57.9,41.6,25.3,191,NPK,5,Monoculture,61.4,3.5,189.6,72.8,123.8,11.8,Low,1
32.4,-114.0,350.4,2023-08-26,8,Summer,22.7,28.3,7.08,1.4,66.0,25.1,8.9,15.1,24.9,68.2,3.36,0.2,34.7,35.7,25.9,27.5,228,NPK,5,Diversified,62.0,3.9,184.9,75.1,81.8,40.9,Low,1
43.4,-84.8,162.9,2023-03-19,3,Spring,20.7,17.2,4.94,1.6,32.2,62.5,5.3,26.6,16.2,51.5,4.08,0.5,18.8,68.6,25.4,13.5,89,,1,Monoculture,63.7,3.4,173.4,83.8,98.5,29.3,Low,0
36.7,-87.8,767.7,2023-12-15,12,Winter,28.7,10.3,5.19,1.1,58.8,15.4,25.8,17.7,20.0,51.4,0.5,1.6,16.1,63.4,6.3,8.7,215,Organic,1,Corn-Soy,51.4,3.0,182.3,80.0,98.6,17.1,Medium,3
35.8,-101.3,684.9,2024-09-11,9,Fall,17.9,15.9,7.12,1.0,40.0,45.5,14.6,21.9,3.6,72.7,2.7,0.9,19.4,48.1,21.3,19.7,16,Nitrogen,3,Fallow,66.7,3.8,178.1,96.4,77.3,32.1,Low,3
30.4,-72.5,778.7,2024-09-20,9,Fall,28.2,19.9,6.51,1.4,74.7,25.2,0.1,35.0,15.8,114.2,1.49,1.0,19.1,67.0,3.1,17.8,162,NPK,1,Corn-Soy,57.2,2.6,165.0,84.2,35.8,21.8,Medium,2
32.4,-118.9,264.7,2024-09-01,9,Fall,34.2,17.0,6.49,1.6,72.3,18.0,9.8,19.3,6.3,56.8,1.62,0.1,20.5,77.8,3.4,21.0,271,NPK,2,Monoculture,61.6,2.5,180.7,93.7,93.2,15.8,Medium,2
42.9,-104.8,210.7,2024-02-11,2,Winter,42.4,7.0,4.81,1.1,56.9,40.7,2.5,25.5,22.0,33.8,3.93,0.3,7.7,68.7,38.9,10.0,324,Nitrogen,0,Monoculture,61.3,3.2,174.5,78.0,116.2,6.1,Low,0
38.3,-73.9,458.0,2023-12-01,12,Winter,37.1,8.8,7.13,1.4,46.3,4.4,49.3,19.2,7.0,56.0,1.84,0.3,6.3,85.2,18.0,10.1,239,,1,Diversified,57.4,2.6,180.8,93.0,94.0,10.3,Medium,3
40.7,-104.0,187.6,2023-01-31,1,Winter,22.5,9.8,7.3,1.2,47.4,48.6,4.0,38.9,20.6,77.1,6.26,0.3,7.3,94.1,4.7,8.4,91,Organic,3,Corn-Soy,71.7,2.7,161.1,79.4,72.9,22.0,Low,0
34.1,-107.4,266.9,2024-10-11,10,Fall,33.2,21.5,9.0,1.5,34.5,36.6,28.9,28.2,19.7,27.2,2.09,0.1,20.6,36.3,38.3,16.8,322,NPK,1,Fallow,53.8,3.7,171.8,80.3,122.8,16.8,Low,3
37.6,-93.3,44.5,2023-10-07,10,Fall,25.4,17.2,8.06,1.1,17.1,18.1,64.7,5.0,12.9,87.8,1.56,0.9,23.9,46.6,63.8,14.0,281,Nitrogen,2,Monoculture,48.6,3.4,195.0,87.1,62.2,24.6,Medium,3
30.0,-78.8,328.1,2024-04-06,4,Spring,23.4,24.7,5.47,1.4,67.7,23.0,9.2,24.4,5.6,37.8,2.52,0.2,18.6,64.6,73.9,16.7,58,,3,Fallow,60.3,4.1,175.6,94.4,112.2,26.6,Low,2
39.1,-114.8,410.5,2024-05-17,5,Spring,36.9,20.4,5.45,1.5,65.6,31.5,2.9,53.0,5.4,96.4,2.79,0.3,21.6,55.5,10.6,9.1,266,,0,Diversified,54.4,3.3,147.0,94.6,53.6,13.1,Low,0
33.6,-72.8,656.9,2023-08-22,8,Summer,20.2,27.0,9.0,1.0,57.2,40.8,1.9,37.0,27.8,51.7,2.11,0.2,30.6,40.1,47.6,21.9,110,Organic,2,Corn-Soy,47.5,3.9,163.0,72.2,98.3,44.7,Low,1
33.9,-80.2,470.1,2023-12-31,12,Winter,14.4,14.7,9.0,1.4,82.0,8.9,9.2,15.8,22.6,37.4,0.75,0.2,16.2,55.7,0.5,12.6,3,Phosphorus,0,Fallow,51.4,2.7,184.2,77.4,112.6,28.5,Medium,3
38.0,-110.9,526.1,2024-07-20,7,Summer,14.2,27.3,6.73,1.2,31.0,55.9,13.1,29.7,6.2,68.4,4.39,0.5,28.3,50.9,46.1,29.1,282,Phosphorus,2,Wheat-Legume,71.7,5.5,170.3,93.8,81.6,53.8,Low,1
43.7,-84.4,857.8,2024-01-20,1,Winter,29.5,7.5,8.42,1.5,74.4,24.4,1.2,12.9,5.0,41.4,2.57,2.5,7.1,72.8,53.0,9.8,60,NPK,0,Corn-Soy,54.7,3.0,187.1,95.0,108.6,16.4,Medium,0
26.3,-100.8,139.0,2024-03-18,3,Spring,29.2,27.1,8.89,1.4,25.6,65.4,9.0,18.2,7.2,21.4,0.5,1.1,33.5,29.5,81.7,21.2,194,Organic,1,Diversified,43.7,3.4,181.8,92.8,128.6,20.8,Medium,1
41.5,-99.9,118.6,2023-07-10,7,Summer,13.5,25.4,5.06,1.2,33.5,59.6,6.9,14.1,50.2,48.9,1.09,1.3,26.1,41.3,32.1,26.4,207,Organic,2,Fallow,50.3,3.9,185.9,49.8,101.1,54.8,Medium,1
30.8,-80.8,311.9,2024-11-27,11,Fall,28.0,20.7,5.31,1.3,33.1,43.2,23.7,21.5,25.5,105.6,4.34,0.3,19.1,76.2,13.5,19.8,232,NPK,1,Fallow,65.6,2.8,178.5,74.5,44.4,22.0,Low,3
33.9,-71.9,106.2,2024-08-22,8,Summer,26.2,30.5,6.21,0.9,58.2,7.4,34.4,56.7,17.4,39.9,3.51,0.1,31.1,37.7,7.1,26.6,357,Nitrogen,7,Wheat-Legume,67.9,4.3,143.3,82.6,110.1,35.8,Low,1
25.4,-113.7,343.9,2024-11-07,11,Fall,10.5,21.3,9.0,1.5,17.1,56.3,26.6,8.7,8.0,27.4,4.55,0.1,24.1,61.0,13.5,16.8,220,Organic,2,Diversified,60.9,3.9,191.3,92.0,122.6,39.5,Low,3
31.0,-99.0,109.8,2024-01-25,1,Winter,50.0,17.9,9.0,1.7,71.1,13.7,15.2,28.8,32.1,35.6,3.43,0.1,17.6,60.2,18.7,13.1,152,Phosphorus,0,Corn-Soy,54.0,2.1,171.2,67.9,114.4,0.0,Medium,0
35.1,-96.0,131.0,2023-03-29,3,Spring,20.3,18.8,7.28,1.2,71.7,16.0,12.4,14.1,13.5,43.2,2.73,0.6,22.0,42.9,20.3,16.2,177,NPK,5,Fallow,62.5,3.9,185.9,86.5,106.8,29.7,Low,2
26.1,-101.2,59.5,2024-09-25,9,Fall,18.3,23.8,5.4,1.3,74.5,12.8,12.7,12.9,3.5,99.9,2.57,0.2,25.6,46.2,35.5,20.3,40,NPK,2,Wheat-Legume,64.2,3.7,187.1,96.5,50.1,31.7,Low,2
34.8,-101.8,324.5,2023-10-30,10,Fall,25.0,18.4,5.55,1.6,53.7,45.7,0.5,25.0,2.5,27.1,1.11,0.5,21.5,54.4,35.3,16.5,188,Organic,0,Diversified,56.8,4.2,175.0,97.5,122.9,25.0,Medium,3
43.5,-117.4,84.4,2023-09-10,9,Fall,18.4,11.8,6.31,0.9,77.9,19.3,2.9,20.4,34.7,48.1,0.5,0.4,18.0,65.9,16.9,13.9,68,Phosphorus,5,Fallow,56.8,2.6,179.6,65.3,101.9,31.6,Medium,3
27.1,-85.7,392.7,2024-12-31,12,Winter,41.6,19.0,6.28,1.4,59.0,39.3,1.7,23.8,6.2,32.1,4.04,2.0,15.7,70.3,75.7,13.9,305,Phosphorus,2,Monoculture,64.1,4.3,176.2,93.8,117.9,6.7,Low,3
40.3,-98.2,439.0,2023-03-17,3,Spring,28.6,15.7,5.51,1.6,88.3,6.2,5.6,19.6,3.6,65.7,1.87,0.6,16.5,55.5,31.7,16.9,362,Phosphorus,6,Fallow,62.8,4.2,180.4,96.4,84.3,21.4,Medium,2
33.2,-110.3,152.7,2023-03-26,3,Spring,22.6,26.2,6.47,1.2,52.9,12.2,34.9,18.6,33.7,83.5,2.73,2.0,25.5,67.8,25.6,15.7,259,Organic,4,Corn-Soy,61.4,3.8,181.4,66.3,66.5,27.4,Medium,2
38.1,-79.2,481.7,2023-10-02,10,Fall,26.9,21.0,4.85,1.2,85.6,3.2,11.2,21.1,35.4,64.5,2.56,0.2,20.8,75.6,74.2,16.2,35,Nitrogen,0,Diversified,64.8,4.9,178.9,64.6,85.5,23.1,Low,2
30.2,-79.9,445.0,2023-06-07,6,Summer,5.0,30.1,6.57,1.6,23.5,39.1,37.4,19.2,16.2,58.4,1.18,0.2,32.4,44.3,55.3,27.2,38,NPK,4,Monoculture,56.7,3.7,180.8,83.8,91.6,67.5,Medium,1
28.2,-95.7,564.9,2024-01-25,1,Winter,34.3,12.3,5.74,1.1,50.6,27.5,21.9,17.9,2.4,34.2,0.5,0.4,14.3,74.2,12.7,14.3,279,NPK,0,Wheat-Legume,54.0,2.9,182.1,97.6,115.8,12.6,Medium,0
28.2,-105.1,141.9,2024-12-29,12,Winter,40.3,13.7,5.69,1.5,74.0,14.3,11.7,20.7,5.4,45.9,3.1,0.3,10.6,68.2,36.9,16.4,28,,1,Wheat-Legume,56.0,3.1,179.3,94.6,104.1,7.7,Low,3
26.4,-88.1,137.0,2024-10-11,10,Fall,5.0,24.2,7.85,1.4,19.7,66.1,14.2,15.6,8.3,55.6,1.91,0.4,22.6,43.1,36.1,23.7,147,Organic,1,Corn-Soy,47.0,3.2,184.4,91.7,94.4,45.0,Medium,1
28.7,-105.6,423.0,2023-06-07,6,Summer,18.8,30.5,7.98,1.5,53.9,37.9,8.1,42.1,36.6,95.3,4.08,1.0,35.8,38.2,16.8,30.1,212,Organic,5,Diversified,67.3,3.6,157.9,63.4,54.7,46.8,Low,1
38.3,-108.2,308.7,2024-02-03,2,Winter,16.8,1.6,6.19,1.3,33.4,66.5,0.0,9.0,17.3,33.4,1.61,0.6,-0.5,89.3,45.9,12.5,239,NPK,0,Diversified,52.2,2.6,191.0,82.7,116.6,26.5,Medium,0
42.6,-83.5,330.2,2023-11-21,11,Fall,22.1,14.9,5.3,1.6,38.5,46.9,14.6,9.8,6.2,40.4,3.55,0.1,19.0,79.9,35.7,24.1,73,Organic,1,Monoculture,66.6,3.5,190.2,93.8,109.6,27.9,Medium,3
41.3,-118.0,671.7,2024-01-05,1,Winter,47.9,11.5,7.11,1.2,45.2,11.1,43.7,44.4,22.8,60.4,4.08,0.4,7.7,95.0,46.8,10.4,90,Nitrogen,0,Wheat-Legume,66.9,4.5,155.6,77.2,89.6,1.6,Low,0
38.7,-115.3,504.6,2023-04-20,4,Spring,31.8,21.2,6.14,1.0,50.6,36.9,12.5,28.7,9.2,90.9,2.5,0.1,18.3,56.7,147.3,13.9,138,Nitrogen,2,Diversified,65.9,6.4,171.3,90.8,59.1,18.2,Low,0
27.2,-119.7,445.5,2023-04-04,4,Spring,28.3,27.2,8.59,1.0,64.1,3.7,32.2,10.7,4.5,41.7,8.0,0.3,30.8,47.6,52.4,25.8,261,NPK,2,Wheat-Legume,68.3,5.3,189.3,95.5,108.3,21.7,Low,2
30.8,-112.4,411.1,2023-01-06,1,Winter,7.4,18.9,7.81,1.1,41.1,53.7,5.2,28.7,16.7,132.8,3.77,1.2,25.4,62.9,3.4,13.6,38,,1,Fallow,44.5,2.6,171.3,83.3,17.2,34.1,Low,0
31.2,-116.6,534.7,2023-11-12,11,Fall,13.2,19.5,8.2,1.4,85.4,4.5,10.1,13.9,32.6,42.3,6.04,0.1,24.4,60.4,38.9,24.2,33,Organic,1,Corn-Soy,72.2,4.8,186.1,67.4,107.7,36.8,Low,2
30.0,-70.2,236.3,2024-03-31,3,Spring,28.9,27.9,4.72,1.1,62.6,17.5,19.9,24.7,6.4,34.8,4.06,1.7,28.4,53.9,61.0,19.0,138,Organic,1,Wheat-Legume,69.3,6.0,175.3,93.6,115.2,21.1,Low,2
35.3,-105.6,103.0,2024-01-04,1,Winter,30.7,11.4,9.0,1.3,66.0,33.3,0.7,19.8,7.4,47.2,3.3,0.1,11.1,88.7,38.9,15.1,150,Nitrogen,3,Corn-Soy,62.2,4.1,180.2,92.6,102.8,15.4,Low,0
35.7,-112.5,168.5,2023-10-04,10,Fall,24.7,19.9,7.19,1.3,54.1,36.1,9.8,25.5,6.8,38.9,1.92,0.1,23.2,71.6,37.3,25.1,324,NPK,5,Diversified,63.0,4.1,174.5,93.2,111.1,25.3,Medium,2
32.1,-108.0,151.3,2023-04-15,4,Spring,36.1,23.1,4.8,1.1,55.3,39.3,5.4,21.7,8.2,58.0,3.24,0.3,20.3,65.6,120.7,14.6,224,Nitrogen,4,Monoculture,60.1,5.2,178.3,91.8,92.0,13.9,Low,2
32.1,-73.2,14.4,2023-05-16,5,Spring,22.8,27.5,6.37,1.3,90.4,5.6,4.0,13.2,11.5,75.9,1.34,1.1,30.9,68.6,70.7,16.3,5,NPK,1,Corn-Soy,61.4,4.3,186.8,88.5,74.1,27.2,Medium,2
41.6,-94.0,411.6,2023-03-31,3,Spring,30.3,20.0,6.79,1.5,69.5,21.5,8.9,15.6,11.7,73.8,0.5,0.1,20.3,70.6,12.1,18.3,196,NPK,3,Monoculture,52.7,3.9,184.4,88.3,76.2,19.7,Medium,2
40.8,-101.8,212.7,2023-07-11,7,Summer,18.0,24.9,9.0,1.3,32.9,54.3,12.7,21.0,12.5,74.5,2.65,0.1,31.8,37.7,35.5,26.2,342,Phosphorus,6,Corn-Soy,61.4,3.6,179.0,87.5,75.5,48.0,Low,1
31.2,-76.3,239.5,2024-03-17,3,Spring,22.5,21.5,8.02,1.5,78.9,7.8,13.3,9.9,6.5,47.2,0.5,0.3,24.4,65.7,53.3,19.6,38,,1,Fallow,39.7,2.7,190.1,93.5,102.8,27.5,High,2
43.3,-100.3,177.0,2024-04-04,4,Spring,23.0,18.3,7.46,1.2,57.0,14.5,28.5,14.8,23.1,56.6,8.0,0.4,19.8,55.7,96.7,16.1,176,Organic,2,Monoculture,79.0,6.5,185.2,76.9,93.4,27.0,Low,2
44.1,-103.2,267.8,2024-07-24,7,Summer,26.3,21.8,6.84,1.4,45.0,48.3,6.7,18.0,2.4,29.4,3.45,0.7,24.5,57.2,90.2,21.7,79,NPK,6,Corn-Soy,75.6,6.8,182.0,97.6,120.6,35.5,Low,1
31.5,-109.6,738.0,2024-07-22,7,Summer,5.0,30.6,6.51,1.3,62.9,28.1,9.0,20.3,5.9,36.1,3.39,0.1,31.5,53.5,18.6,29.5,15,Nitrogen,2,Fallow,66.1,4.1,179.7,94.1,113.9,67.5,Low,1
32.1,-101.1,58.4,2024-06-08,6,Summer,7.2,30.8,5.03,1.5,19.9,77.5,2.6,14.7,6.7,80.8,1.16,0.4,34.3,34.8,147.5,29.4,226,,7,Corn-Soy,41.1,3.5,185.3,93.3,69.2,64.3,Medium,1
35.1,-104.2,828.3,2024-02-22,2,Winter,50.0,15.1,7.27,1.4,24.7,74.9,0.4,29.3,6.7,50.3,4.18,0.1,14.4,78.8,5.8,13.3,25,NPK,1,Wheat-Legume,71.5,3.3,170.7,93.3,99.7,0.0,Low,0
43.8,-86.1,322.0,2023-04-16,4,Spring,24.7,18.7,5.52,1.2,51.2,19.7,29.1,9.3,11.2,53.4,1.43,0.3,23.9,59.0,16.2,11.3,304,Organic,0,Diversified,60.0,2.6,190.7,88.8,96.6,25.3,Medium,0
42.5,-105.5,186.6,2023-01-27,1,Winter,41.8,8.5,5.82,1.4,73.3,17.3,9.4,20.3,14.7,63.2,1.5,1.7,9.4,66.7,64.3,10.2,338,NPK,1,Monoculture,52.9,3.6,179.7,85.3,86.8,6.6,Medium,0
27.1,-91.1,205.0,2023-04-02,4,Spring,29.5,28.6,8.12,1.1,66.3,27.7,6.0,27.1,8.2,23.2,0.78,2.0,33.1,25.0,122.5,20.0,364,Nitrogen,3,Fallow,52.1,4.9,172.9,91.8,126.8,20.5,Medium,1
32.9,-116.7,129.0,2023-12-29,12,Winter,25.5,17.4,5.75,1.4,17.3,57.8,24.9,91.6,7.3,61.7,7.84,2.1,21.7,42.6,21.3,12.5,116,Phosphorus,3,Diversified,69.1,4.5,108.4,92.7,88.3,19.6,Medium,3
36.1,-110.4,39.2,2024-07-21,7,Summer,27.3,25.4,4.83,1.3,36.1,10.6,53.3,10.3,5.7,45.5,4.31,0.2,27.8,47.5,60.1,22.5,159,NPK,3,Diversified,68.4,5.8,189.7,94.3,104.5,34.1,Low,1
35.1,-99.6,110.5,2023-04-06,4,Spring,30.6,25.5,6.41,1.3,39.4,54.3,6.3,7.4,26.5,74.9,1.2,0.6,29.6,42.1,30.5,16.3,12,Organic,2,Monoculture,64.8,3.5,192.6,73.5,75.1,19.4,Medium,1
28.9,-73.2,268.6,2024-09-03,9,Fall,20.6,23.5,4.78,1.3,32.9,21.8,45.3,32.8,9.8,52.3,2.02,1.0,24.2,73.0,18.0,20.3,64,NPK,3,Corn-Soy,54.1,2.3,167.2,90.2,97.7,29.4,Low,3
42.2,-101.1,224.4,2024-09-04,9,Fall,21.6,12.7,6.97,1.2,17.9,52.5,29.5,25.0,5.2,37.0,1.03,0.4,16.6,65.6,19.9,16.3,59,Organic,1,Monoculture,58.4,3.4,175.0,94.8,113.0,28.4,Medium,3
38.5,-86.8,375.7,2023-11-29,11,Fall,25.2,12.5,8.37,1.2,67.1,11.6,21.2,23.9,10.2,49.3,2.67,0.3,9.7,71.6,28.0,16.8,59,Nitrogen,7,Monoculture,58.9,3.4,176.1,89.8,100.7,24.8,Low,3
41.8,-107.2,178.4,2024-01-30,1,Winter,24.5,12.2,6.54,1.5,46.9,32.2,20.9,7.5,6.3,33.4,1.33,0.6,11.1,77.8,6.3,8.9,311,NPK,1,Corn-Soy,58.1,3.1,192.5,93.7,116.6,20.4,Medium,0
