field_id,measurement_date,soil_type,crop_type,region,season,soil_moisture_percent,soil_temperature_celsius,ph_level,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,electrical_conductivity_ds_per_m,bulk_density_g_per_cm3,rainfall_last_week_mm,avg_humidity_percent,ndvi_vegetation_index,soil_health_score,health_category,recommendations
F2503,2025-01-14,Sandy,Tomato,Central,Winter,20.83,1.89,5.85,63.0,20.9,128.33,1.35,0.95,1.648,4.4,83.0,0.413,0.644,Good,Add lime to increase pH; Add organic compost
F2504,2025-06-29,Loam,Corn,Central,Winter,28.18,6.12,6.85,62.08,20.72,179.77,3.3,2.85,1.452,1.7,52.3,0.462,0.834,Excellent,Reduce soil salinity
F2505,2024-12-21,Loam,Rice,North,Fall,20.53,10.56,7.07,34.17,15.85,195.95,4.53,0.34,1.492,2.8,39.6,0.269,0.795,Good,Maintain current practices
F2506,2024-09-26,Loam,Tomato,South,Summer,17.41,29.31,6.74,68.77,14.68,179.08,4.14,0.34,1.329,13.7,30.4,0.862,0.864,Excellent,Apply phosphorus fertilizer; Increase irrigation
F2507,2024-11-26,Loam,Rice,North,Summer,18.59,22.64,6.92,39.49,16.77,138.96,4.48,0.27,1.247,13.5,63.9,0.673,0.899,Excellent,Increase irrigation
F2508,2024-08-02,Loam,Soybean,North,Fall,25.15,11.32,6.96,27.36,18.23,144.11,4.1,0.67,1.254,11.1,68.6,0.228,0.792,Good,Apply nitrogen fertilizer
F2509,2025-05-14,Clay,Cotton,East,Spring,40.06,18.02,6.85,65.41,24.63,125.6,3.35,2.51,1.263,17.8,61.9,0.712,0.752,Good,Reduce soil salinity
F2510,2024-10-12,Loam,Wheat,East,Winter,40.36,3.13,6.98,29.21,24.01,194.69,3.64,2.22,1.443,13.6,54.7,0.452,0.794,Good,Apply nitrogen fertilizer; Reduce soil salinity
F2511,2025-04-08,Clay,Barley,East,Spring,43.84,12.05,7.64,49.61,33.2,209.99,4.0,0.32,1.081,4.2,65.6,0.607,0.803,Excellent,Add sulfur to decrease pH
F2512,2025-01-15,Clay,Potato,Central,Winter,47.35,6.8,7.19,45.85,24.82,160.11,2.65,1.04,1.377,20.4,64.4,0.084,0.778,Good,Maintain current practices
F2513,2023-10-10,Sandy,Potato,Central,Spring,16.66,14.96,5.79,48.52,36.47,212.63,2.12,1.57,1.714,14.7,84.3,0.657,0.696,Good,Add lime to increase pH; Increase irrigation
F2514,2025-08-23,Loam,Wheat,Central,Summer,13.83,25.46,7.31,44.71,33.14,161.14,4.01,0.28,1.325,6.7,67.4,0.434,0.827,Excellent,Increase irrigation
F2515,2024-01-01,Sandy,Rice,North,Winter,18.41,2.42,5.9,37.63,26.27,194.09,2.41,0.63,1.619,11.4,73.6,0.475,0.697,Good,Add lime to increase pH; Increase irrigation
F2516,2023-12-09,Clay,Potato,North,Fall,32.84,8.68,7.18,56.57,19.16,176.45,4.04,0.98,1.299,1.2,78.3,0.331,0.906,Excellent,Maintain current practices
F2517,2024-08-06,Peat,Barley,South,Spring,74.3,22.29,5.94,51.56,24.48,239.04,11.65,0.28,0.793,8.0,70.5,0.515,0.796,Good,Add lime to increase pH; Improve drainage
F2518,2025-02-10,Loam,Rice,Central,Fall,21.42,11.72,6.7,41.85,32.41,190.65,4.14,1.36,1.484,4.3,79.4,0.247,0.888,Excellent,Maintain current practices
F2519,2023-11-06,Clay,Tomato,West,Spring,41.13,16.42,7.31,75.18,28.74,148.31,2.79,1.47,1.384,3.7,68.2,0.651,0.802,Excellent,Maintain current practices
F2520,2024-02-24,Sandy,Rice,East,Spring,17.87,17.03,5.64,39.32,15.87,196.87,2.05,0.56,1.577,6.2,68.6,0.764,0.703,Good,Add lime to increase pH; Increase irrigation
F2521,2025-08-06,Silt,Wheat,East,Summer,16.8,24.48,6.38,61.2,41.38,92.78,2.29,0.95,1.623,2.2,78.3,1.0,0.807,Excellent,Apply potassium fertilizer; Increase irrigation
F2522,2024-07-15,Peat,Tomato,South,Spring,68.1,19.98,5.68,66.49,31.24,208.14,12.62,1.47,0.829,4.6,61.7,0.554,0.779,Good,Add lime to increase pH; Improve drainage
F2523,2024-12-21,Loam,Cotton,North,Fall,29.11,6.53,6.74,46.53,27.52,89.35,3.47,0.76,1.503,22.2,84.1,0.523,0.819,Excellent,Apply potassium fertilizer
F2524,2023-11-30,Peat,Corn,Central,Winter,80.0,6.02,6.25,48.62,24.07,138.71,11.51,1.11,0.821,13.6,70.1,0.381,0.715,Good,Improve drainage
F2525,2024-03-09,Clay,Corn,South,Spring,41.29,19.51,6.91,60.39,24.55,187.88,3.86,1.29,1.231,10.6,84.2,0.525,0.908,Excellent,Maintain current practices
F2526,2024-04-10,Loam,Wheat,South,Spring,34.36,20.83,6.89,54.31,22.46,162.5,4.13,2.65,1.296,16.7,70.1,0.557,0.862,Excellent,Reduce soil salinity
F2527,2024-07-12,Loam,Potato,North,Summer,12.99,24.65,7.14,56.81,17.96,211.72,3.63,0.34,1.464,8.2,74.6,0.503,0.728,Good,Increase irrigation
F2528,2024-09-23,Sandy,Rice,East,Spring,18.12,15.5,5.98,62.45,23.94,88.72,1.6,1.16,1.639,8.8,37.9,0.549,0.679,Good,Add lime to increase pH; Apply potassium fertilizer; Increase irrigation; Add organic compost
F2529,2025-04-01,Loam,Rice,East,Summer,18.97,27.48,6.51,37.65,20.41,150.58,3.79,2.16,1.283,8.6,52.9,0.754,0.707,Good,Increase irrigation; Reduce soil salinity
F2530,2024-06-06,Loam,Tomato,South,Summer,19.17,29.29,6.52,83.09,20.29,146.9,4.16,0.55,1.621,5.8,70.8,0.529,0.743,Good,Increase irrigation
F2531,2025-08-15,Sandy,Rice,East,Fall,15.41,10.51,6.03,24.27,24.79,247.95,1.83,0.43,1.569,0.7,47.0,0.303,0.689,Good,Apply nitrogen fertilizer; Increase irrigation; Add organic compost
F2532,2024-08-29,Silt,Barley,North,Winter,40.69,3.51,7.59,37.23,19.51,105.83,3.33,0.38,1.439,29.2,51.2,0.436,0.759,Good,Add sulfur to decrease pH; Apply potassium fertilizer
F2533,2025-06-08,Peat,Cotton,East,Winter,74.65,6.06,5.54,35.36,37.47,166.18,12.74,0.79,0.882,14.1,60.1,0.17,0.508,Fair,Add lime to increase pH; Improve drainage
F2534,2024-02-07,Sandy,Wheat,Central,Winter,16.96,6.4,5.58,35.49,13.52,188.36,1.35,1.9,1.673,4.3,76.4,0.407,0.63,Good,Add lime to increase pH; Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F2535,2025-06-23,Peat,Soybean,West,Fall,62.11,13.06,5.38,27.55,31.15,101.54,10.9,0.1,0.649,5.4,63.4,0.52,0.702,Good,Add lime to increase pH; Apply nitrogen fertilizer; Apply potassium fertilizer; Improve drainage
F2536,2023-12-02,Loam,Soybean,East,Fall,31.34,11.77,6.6,26.35,25.19,217.44,4.25,0.62,1.526,7.5,71.7,0.371,0.835,Excellent,Apply nitrogen fertilizer
F2537,2024-12-22,Peat,Soybean,East,Summer,38.3,24.04,5.49,52.91,15.72,189.07,11.86,0.69,0.874,15.4,77.2,0.45,0.747,Good,Add lime to increase pH
F2538,2024-12-30,Loam,Wheat,North,Summer,18.73,21.93,6.66,62.45,20.26,196.86,4.79,0.63,1.217,7.1,57.2,0.858,0.829,Excellent,Increase irrigation
F2539,2024-09-16,Sandy,Potato,Central,Fall,15.49,11.52,6.4,36.21,28.41,170.23,2.56,0.4,1.549,9.8,59.2,0.002,0.782,Good,Increase irrigation
F2540,2024-07-27,Peat,Tomato,Central,Spring,68.75,12.77,5.03,63.55,29.0,198.05,12.33,0.33,0.821,4.6,59.7,0.664,0.663,Good,Add lime to increase pH; Improve drainage
F2541,2024-11-05,Clay,Cotton,North,Summer,27.62,23.01,6.78,46.63,14.22,245.97,2.99,2.73,1.415,4.0,73.3,0.701,0.754,Good,Apply phosphorus fertilizer; Reduce soil salinity
F2542,2024-03-10,Silt,Cotton,East,Spring,38.5,15.48,6.89,60.76,33.49,195.67,1.92,1.55,1.431,12.2,82.2,0.617,0.696,Good,Add organic compost
F2543,2025-03-13,Loam,Barley,South,Winter,31.29,9.27,6.75,37.79,30.3,147.63,4.66,1.3,1.235,23.9,70.2,0.192,1.0,Excellent,Maintain current practices
F2544,2025-04-30,Sandy,Wheat,West,Winter,21.34,9.83,6.13,23.92,18.73,152.58,1.6,1.09,1.65,8.3,63.0,0.227,0.721,Good,Apply nitrogen fertilizer; Add organic compost
F2545,2024-05-07,Peat,Tomato,West,Winter,79.78,6.63,5.57,46.5,30.29,164.18,11.6,2.0,0.922,15.5,69.3,0.304,0.574,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F2546,2025-01-07,Loam,Cotton,Central,Fall,21.83,10.5,6.74,49.67,23.72,175.43,5.14,1.51,1.519,7.3,68.9,0.409,0.908,Excellent,Maintain current practices
F2547,2025-02-01,Silt,Barley,North,Summer,15.58,22.17,6.61,46.12,23.73,119.72,2.97,0.88,1.308,15.8,58.7,0.349,0.765,Good,Apply potassium fertilizer; Increase irrigation
F2548,2025-04-14,Clay,Tomato,West,Fall,37.23,12.13,7.13,59.44,33.82,181.2,3.64,0.83,1.251,7.9,59.3,0.359,0.869,Excellent,Maintain current practices
F2549,2024-07-04,Silt,Wheat,South,Summer,25.44,31.89,7.37,37.74,37.63,190.67,3.2,1.56,1.342,8.8,86.7,0.485,0.749,Good,Maintain current practices
F2550,2024-01-12,Peat,Soybean,Central,Summer,41.3,24.23,5.5,41.21,35.78,198.37,11.57,0.45,0.761,11.9,43.7,0.532,0.776,Good,Add lime to increase pH
F2551,2024-01-23,Loam,Wheat,North,Fall,26.46,10.7,6.73,59.25,42.72,199.88,3.97,1.02,1.391,10.0,39.8,0.206,0.852,Excellent,Maintain current practices
F2552,2024-12-15,Loam,Potato,West,Summer,19.37,25.5,6.88,63.58,34.37,165.86,4.36,1.07,1.527,3.2,92.3,0.755,0.915,Excellent,Increase irrigation
F2553,2024-07-05,Clay,Rice,South,Summer,24.12,29.05,7.44,32.16,31.34,183.63,3.26,1.2,1.311,17.9,64.3,0.712,0.793,Good,Maintain current practices
F2554,2024-03-27,Loam,Corn,South,Summer,11.77,27.22,6.47,69.65,29.45,246.81,3.69,0.1,1.424,6.5,95.0,0.699,0.836,Excellent,Increase irrigation
F2555,2025-08-02,Silt,Corn,South,Summer,21.77,29.36,6.94,65.11,28.8,216.27,4.05,1.33,1.24,8.2,74.3,0.75,0.871,Excellent,Maintain current practices
F2556,2024-02-11,Peat,Cotton,North,Winter,77.42,3.8,5.49,58.28,12.96,199.07,11.11,1.02,0.888,33.8,71.7,0.135,0.652,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F2557,2025-08-16,Loam,Corn,West,Winter,30.88,6.64,6.72,44.35,32.21,137.64,4.25,1.33,1.317,6.9,60.3,0.259,0.867,Excellent,Maintain current practices
F2558,2025-08-24,Sandy,Potato,West,Winter,24.67,8.83,6.23,65.68,27.82,166.56,1.08,0.46,1.768,12.1,41.9,0.244,0.768,Good,Add organic compost
F2559,2024-07-22,Sandy,Corn,West,Summer,10.89,27.95,6.04,71.19,23.05,167.98,1.39,3.17,1.592,6.9,67.8,0.839,0.61,Good,Increase irrigation; Add organic compost; Reduce soil salinity
F2560,2025-07-22,Sandy,Tomato,East,Fall,15.98,10.26,6.53,61.74,39.37,155.97,1.58,0.54,1.599,4.9,53.3,0.167,0.779,Good,Increase irrigation; Add organic compost
F2561,2024-08-21,Silt,Tomato,Central,Spring,36.9,16.73,7.12,73.44,20.53,142.92,3.3,0.68,1.39,2.6,65.0,0.673,0.786,Good,Maintain current practices
F2562,2024-04-28,Silt,Wheat,South,Summer,23.59,26.28,7.57,49.23,28.77,151.5,2.71,1.36,1.395,22.8,71.5,0.655,0.822,Excellent,Add sulfur to decrease pH
F2563,2025-05-18,Loam,Cotton,East,Spring,31.51,12.68,6.62,61.81,28.19,127.0,3.7,1.76,1.597,6.2,63.1,0.607,0.903,Excellent,Maintain current practices
F2564,2024-01-20,Peat,Tomato,North,Summer,43.49,23.66,4.82,71.94,17.75,144.78,11.39,0.99,0.896,13.7,51.0,0.385,0.726,Good,Add lime to increase pH
F2565,2024-07-06,Silt,Soybean,North,Summer,18.95,23.06,6.8,37.37,19.72,150.72,3.0,1.0,1.277,10.4,61.4,0.443,0.74,Good,Increase irrigation
F2566,2025-07-01,Silt,Corn,East,Winter,41.47,6.79,6.88,47.38,19.39,141.38,3.4,1.38,1.175,11.5,51.7,0.334,0.834,Excellent,Maintain current practices
F2567,2024-07-15,Sandy,Tomato,South,Fall,17.38,15.23,5.82,55.57,33.15,126.63,1.8,0.39,1.581,10.2,70.8,0.319,0.732,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F2568,2024-11-05,Silt,Potato,North,Fall,30.79,6.57,7.39,46.41,31.74,166.0,3.28,1.67,1.355,11.8,59.9,0.089,0.758,Good,Maintain current practices
F2569,2024-12-20,Sandy,Rice,West,Spring,21.35,15.35,6.24,55.31,28.64,195.65,1.22,0.23,1.534,10.1,79.4,0.606,0.824,Excellent,Add organic compost
F2570,2023-09-13,Clay,Cotton,North,Winter,42.7,1.26,7.68,66.82,31.17,116.42,4.17,0.67,1.303,14.2,95.0,0.445,0.737,Good,Add sulfur to decrease pH; Apply potassium fertilizer
F2571,2025-08-03,Sandy,Cotton,South,Winter,14.46,6.67,6.18,57.7,5.0,228.84,1.98,2.37,1.503,5.6,75.0,0.44,0.658,Good,Apply phosphorus fertilizer; Increase irrigation; Add organic compost; Reduce soil salinity
F2572,2024-11-06,Silt,Wheat,West,Winter,40.18,9.73,6.99,47.52,27.82,195.16,2.3,0.82,1.371,9.9,65.2,0.206,0.761,Good,Maintain current practices
F2573,2025-06-11,Clay,Barley,West,Fall,34.84,12.68,7.47,35.91,27.23,196.79,3.82,2.31,1.165,5.5,71.2,0.137,0.8,Good,Reduce soil salinity
F2574,2024-12-28,Clay,Potato,Central,Fall,33.74,14.8,7.03,46.28,21.96,146.47,2.73,0.4,1.335,12.2,71.0,0.419,0.845,Excellent,Maintain current practices
F2575,2024-11-08,Loam,Cotton,North,Summer,14.2,22.76,6.8,55.48,25.1,194.29,4.1,1.65,1.434,13.8,51.8,0.541,0.823,Excellent,Increase irrigation
F2576,2023-09-08,Peat,Tomato,North,Summer,45.47,20.46,5.47,68.1,17.07,199.92,11.87,0.37,0.823,8.8,62.8,0.734,0.838,Excellent,Add lime to increase pH
F2577,2024-11-19,Loam,Barley,South,Winter,33.78,8.24,6.85,44.85,21.47,195.06,3.46,0.14,1.336,14.9,84.7,0.313,0.805,Excellent,Maintain current practices
F2578,2024-01-03,Clay,Potato,East,Spring,42.91,17.54,7.05,65.42,36.54,181.62,3.13,1.84,1.352,9.7,76.6,0.557,0.753,Good,Maintain current practices
F2579,2025-05-06,Silt,Potato,East,Spring,40.71,15.18,6.95,52.89,23.39,117.01,3.5,0.67,1.14,6.0,61.8,0.62,0.806,Excellent,Apply potassium fertilizer
F2580,2025-07-23,Loam,Barley,West,Fall,25.33,14.64,6.56,37.39,19.12,151.8,3.89,0.66,1.427,15.5,60.3,0.194,0.734,Good,Maintain current practices
F2581,2024-03-02,Loam,Wheat,Central,Fall,22.29,11.27,7.09,44.44,12.89,183.92,3.97,1.26,1.254,5.1,75.0,0.081,0.849,Excellent,Apply phosphorus fertilizer
F2582,2024-12-01,Loam,Cotton,West,Spring,32.41,19.08,7.3,65.99,28.26,275.54,3.93,0.77,1.426,16.9,61.9,0.507,0.855,Excellent,Maintain current practices
F2583,2024-08-31,Loam,Barley,North,Spring,27.62,11.66,6.37,39.59,16.14,155.2,3.97,0.1,1.348,14.5,51.9,0.861,0.899,Excellent,Maintain current practices
F2584,2023-11-26,Clay,Tomato,South,Summer,21.55,31.04,6.91,65.4,18.93,185.45,3.06,0.86,1.22,24.9,86.4,0.703,0.783,Good,Maintain current practices
F2585,2025-06-10,Peat,Corn,South,Summer,38.86,30.65,5.53,70.98,15.76,176.65,12.45,1.79,0.676,2.4,53.6,0.685,0.738,Good,Add lime to increase pH
F2586,2024-12-13,Silt,Tomato,East,Fall,29.63,12.97,7.53,62.39,30.77,190.52,2.9,0.7,1.43,8.2,60.1,0.366,0.8,Good,Add sulfur to decrease pH
F2587,2023-10-12,Peat,Soybean,Central,Winter,80.0,5.25,5.46,41.69,29.51,225.31,12.66,2.18,0.846,9.1,48.6,0.235,0.596,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F2588,2024-01-29,Clay,Cotton,East,Spring,38.77,16.84,7.06,52.14,18.04,80.0,3.85,0.69,1.164,2.3,75.8,0.448,0.836,Excellent,Apply potassium fertilizer
F2589,2024-08-11,Peat,Corn,West,Spring,73.52,17.27,5.12,56.14,24.61,142.34,12.61,0.77,0.7,7.4,72.0,0.58,0.669,Good,Add lime to increase pH; Improve drainage
F2590,2024-03-07,Loam,Tomato,West,Spring,26.91,16.14,6.6,63.0,25.61,214.04,5.2,1.43,1.446,11.1,48.1,0.52,0.973,Excellent,Maintain current practices
F2591,2024-03-15,Loam,Corn,West,Spring,28.03,17.12,6.59,64.27,24.45,198.85,4.28,1.39,1.439,4.0,34.9,0.583,0.841,Excellent,Maintain current practices
F2592,2025-08-11,Peat,Barley,East,Summer,39.37,24.4,5.34,54.78,23.67,245.07,13.1,0.65,0.777,5.2,92.4,0.491,0.79,Good,Add lime to increase pH
F2593,2024-04-08,Clay,Cotton,Central,Winter,43.4,4.35,7.06,56.61,5.0,172.49,3.86,0.46,1.359,19.7,68.3,0.028,0.817,Excellent,Apply phosphorus fertilizer
F2594,2025-01-26,Silt,Barley,South,Fall,30.95,15.52,7.23,38.12,33.28,192.12,3.74,1.09,1.31,8.3,89.2,0.332,0.897,Excellent,Maintain current practices
F2595,2024-06-06,Clay,Tomato,South,Fall,39.21,19.68,7.17,77.03,20.95,233.22,3.13,1.52,1.204,3.5,80.5,0.375,0.823,Excellent,Maintain current practices
F2596,2024-10-29,Clay,Tomato,South,Spring,43.47,20.44,7.05,66.23,16.72,136.2,4.11,0.32,1.356,1.5,57.0,0.575,0.82,Excellent,Maintain current practices
F2597,2025-05-06,Sandy,Barley,East,Winter,20.37,5.2,6.36,36.66,20.26,176.44,1.76,0.2,1.442,4.5,64.2,0.523,0.677,Good,Add organic compost
F2598,2023-09-19,Loam,Corn,South,Summer,16.21,30.33,6.89,58.21,38.62,157.19,4.38,0.64,1.524,3.3,51.8,0.398,1.0,Excellent,Increase irrigation
F2599,2025-08-30,Loam,Soybean,North,Fall,25.92,7.2,7.08,27.75,40.75,163.69,4.63,0.8,1.248,12.7,44.8,0.0,0.878,Excellent,Apply nitrogen fertilizer
F2600,2025-06-12,Peat,Potato,Central,Winter,72.07,5.72,5.26,49.08,14.33,154.83,10.98,0.26,0.679,26.1,71.9,0.312,0.618,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F2601,2024-12-31,Peat,Cotton,Central,Winter,73.33,6.75,5.35,36.84,24.64,166.26,11.75,0.92,0.779,15.6,76.8,0.674,0.755,Good,Add lime to increase pH; Improve drainage
F2602,2024-07-24,Peat,Wheat,East,Fall,62.2,11.3,5.34,41.9,11.07,207.32,12.66,0.75,0.62,9.2,52.1,0.416,0.728,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F2603,2025-01-23,Loam,Potato,South,Winter,30.53,7.68,6.29,39.65,21.65,223.62,3.91,0.1,1.334,8.3,60.0,0.498,0.847,Excellent,Maintain current practices
F2604,2024-10-17,Sandy,Rice,West,Fall,12.98,12.46,6.05,27.81,15.93,224.88,2.14,0.53,1.648,9.7,51.0,0.157,0.587,Fair,Apply nitrogen fertilizer; Increase irrigation
F2605,2023-11-25,Clay,Corn,West,Fall,34.72,17.98,6.6,68.49,5.0,199.96,2.57,1.21,1.219,4.1,81.5,0.481,0.766,Good,Apply phosphorus fertilizer
F2606,2024-07-19,Sandy,Cotton,East,Fall,15.62,12.11,6.26,57.44,25.29,110.54,1.31,1.45,1.511,4.8,55.8,0.264,0.652,Good,Apply potassium fertilizer; Increase irrigation; Add organic compost
F2607,2025-06-01,Silt,Potato,North,Summer,21.1,19.85,6.74,71.76,36.17,200.29,3.3,1.01,1.343,3.7,34.3,0.762,0.844,Excellent,Maintain current practices
F2608,2025-04-01,Peat,Rice,Central,Fall,57.54,11.06,5.38,44.51,21.13,212.63,11.62,0.77,0.913,5.5,50.5,0.381,0.684,Good,Add lime to increase pH; Improve drainage
F2609,2025-03-23,Silt,Tomato,North,Fall,31.7,8.76,6.57,70.87,31.21,200.13,2.68,1.47,1.131,3.6,53.7,0.235,0.826,Excellent,Maintain current practices
F2610,2024-09-22,Silt,Soybean,West,Summer,19.05,22.77,7.06,39.88,19.43,235.92,2.88,0.87,1.43,6.8,43.2,0.404,0.759,Good,Increase irrigation
F2611,2024-04-11,Peat,Corn,North,Winter,78.57,-2.21,5.09,70.79,28.88,239.34,12.43,1.11,0.851,2.7,67.5,0.274,0.667,Good,Add lime to increase pH; Improve drainage
F2612,2024-03-01,Sandy,Corn,Central,Fall,13.4,13.0,5.79,52.17,16.78,162.41,1.46,2.47,1.511,13.8,68.8,0.307,0.619,Good,Add lime to increase pH; Increase irrigation; Add organic compost; Reduce soil salinity
F2613,2024-08-26,Sandy,Tomato,Central,Winter,13.95,2.2,5.71,49.57,25.67,189.7,1.27,0.92,1.632,2.9,85.9,0.09,0.629,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F2614,2024-07-24,Sandy,Tomato,Central,Fall,16.7,15.02,6.2,51.79,21.52,193.34,1.72,0.42,1.571,7.1,62.3,0.448,0.712,Good,Increase irrigation; Add organic compost
F2615,2024-04-18,Loam,Corn,East,Winter,32.28,7.07,6.76,62.84,16.77,197.32,4.62,0.4,1.373,28.2,88.9,0.458,0.968,Excellent,Maintain current practices
F2616,2024-12-04,Silt,Potato,West,Fall,29.42,18.26,7.31,48.3,26.76,161.65,3.2,1.28,1.42,15.3,63.9,0.153,0.823,Excellent,Maintain current practices
F2617,2023-09-04,Sandy,Rice,West,Fall,19.02,11.59,5.91,51.9,26.26,158.96,1.8,1.49,1.682,6.5,74.9,0.256,0.65,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F2618,2025-07-31,Peat,Cotton,West,Summer,43.42,26.74,5.37,64.21,35.22,173.82,12.0,0.28,0.778,14.8,40.0,0.631,0.68,Good,Add lime to increase pH
F2619,2024-11-02,Clay,Tomato,Central,Winter,42.16,6.06,7.01,55.35,15.09,160.93,3.6,1.11,1.347,14.6,47.1,0.366,0.816,Excellent,Maintain current practices
F2620,2024-01-20,Silt,Soybean,North,Summer,18.2,19.89,7.11,37.52,23.48,207.49,3.24,0.37,1.345,4.8,43.5,0.595,0.853,Excellent,Increase irrigation
F2621,2023-09-24,Peat,Corn,Central,Winter,78.07,6.12,5.52,46.55,25.95,225.09,12.16,2.38,0.71,4.8,85.0,0.262,0.613,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F2622,2025-08-01,Loam,Soybean,South,Winter,33.53,5.69,7.21,50.24,32.32,196.48,4.09,0.31,1.519,10.4,81.2,0.257,0.887,Excellent,Maintain current practices
F2623,2025-03-19,Clay,Cotton,North,Winter,48.86,1.94,7.19,61.32,30.43,209.18,2.79,1.12,1.312,7.1,67.6,0.295,0.81,Excellent,Maintain current practices
F2624,2024-09-12,Peat,Soybean,South,Winter,80.0,11.69,5.1,53.9,24.8,228.52,10.74,0.67,0.654,1.3,40.8,0.227,0.586,Fair,Add lime to increase pH; Improve drainage
F2625,2024-07-27,Sandy,Rice,West,Summer,13.97,27.32,6.01,50.5,22.51,145.74,1.83,0.67,1.522,9.0,67.3,0.736,0.663,Good,Increase irrigation; Add organic compost
F2626,2024-03-30,Sandy,Barley,North,Spring,21.59,8.52,6.46,60.31,17.91,144.87,1.05,1.58,1.567,15.4,61.0,0.872,0.643,Good,Add organic compost
F2627,2025-08-01,Peat,Potato,West,Summer,42.07,27.43,5.38,52.79,22.05,202.61,11.83,2.38,0.756,2.0,52.8,0.434,0.775,Good,Add lime to increase pH; Reduce soil salinity
F2628,2024-12-16,Peat,Potato,South,Summer,41.67,25.44,6.1,59.01,25.01,232.4,12.49,0.66,0.605,3.1,84.6,0.532,0.803,Excellent,Maintain current practices
F2629,2024-02-11,Peat,Corn,Central,Fall,56.21,11.78,5.44,51.19,41.42,204.15,12.01,0.38,0.803,9.4,43.5,0.087,0.8,Good,Add lime to increase pH; Improve drainage
F2630,2023-10-04,Sandy,Potato,North,Spring,12.87,8.25,6.23,51.49,37.59,137.83,2.41,2.41,1.513,20.2,56.0,0.519,0.62,Good,Increase irrigation; Reduce soil salinity
F2631,2024-11-01,Silt,Potato,West,Spring,37.92,18.21,6.93,57.84,21.37,131.34,2.35,0.52,1.311,8.6,62.2,0.362,0.717,Good,Maintain current practices
F2632,2024-11-23,Loam,Corn,Central,Spring,26.82,14.29,6.57,71.54,34.43,131.67,3.38,2.41,1.497,23.1,56.1,0.731,0.876,Excellent,Reduce soil salinity
F2633,2023-10-11,Silt,Wheat,East,Winter,41.52,7.54,6.72,45.21,38.16,164.41,2.68,0.91,1.192,1.3,70.9,0.49,0.728,Good,Maintain current practices
F2634,2024-11-12,Loam,Tomato,Central,Winter,35.05,3.54,6.48,60.21,27.39,183.68,4.37,1.36,1.291,2.2,48.5,0.004,0.883,Excellent,Maintain current practices
F2635,2025-04-16,Clay,Corn,South,Fall,29.7,17.81,7.66,67.52,16.27,132.51,3.89,0.87,1.293,5.2,53.7,0.37,0.814,Excellent,Add sulfur to decrease pH
F2636,2025-07-04,Clay,Rice,East,Winter,43.54,4.9,6.89,46.85,16.76,156.08,3.95,0.54,1.32,3.7,74.2,0.449,0.854,Excellent,Maintain current practices
F2637,2024-04-03,Loam,Rice,South,Winter,33.19,11.83,6.9,39.57,26.49,193.28,4.35,1.09,1.301,16.8,62.8,0.498,0.909,Excellent,Maintain current practices
F2638,2024-12-13,Loam,Corn,East,Spring,28.89,14.16,6.99,60.55,26.23,218.15,5.21,1.82,1.45,6.5,74.5,0.568,0.851,Excellent,Maintain current practices
F2639,2024-06-29,Silt,Soybean,East,Fall,37.78,12.35,7.37,32.33,24.75,186.06,2.86,0.43,1.57,18.6,68.0,0.315,0.702,Good,Maintain current practices
F2640,2025-04-04,Silt,Cotton,West,Fall,27.46,14.21,7.16,29.81,38.73,153.65,2.89,2.27,1.398,26.0,95.0,0.199,0.845,Excellent,Apply nitrogen fertilizer; Reduce soil salinity
F2641,2025-02-16,Loam,Wheat,South,Summer,15.74,27.85,6.71,40.88,17.55,167.19,4.07,1.58,1.482,5.9,68.7,0.569,0.783,Good,Increase irrigation
F2642,2025-03-31,Loam,Wheat,South,Fall,28.57,16.97,7.34,50.7,17.27,257.36,4.34,2.72,1.373,13.7,73.0,0.59,0.711,Good,Reduce soil salinity
F2643,2025-04-04,Loam,Barley,East,Summer,19.94,23.21,6.02,54.54,29.15,207.21,4.39,1.54,1.426,5.0,75.5,0.803,0.836,Excellent,Increase irrigation
F2644,2024-02-06,Loam,Potato,West,Fall,24.36,13.89,6.44,54.16,13.34,195.64,4.24,0.18,1.251,7.9,49.0,0.382,0.935,Excellent,Apply phosphorus fertilizer
F2645,2024-09-28,Sandy,Rice,Central,Fall,18.22,11.99,5.79,43.99,19.52,252.59,2.23,0.98,1.698,6.5,61.4,0.591,0.666,Good,Add lime to increase pH; Increase irrigation
F2646,2025-04-20,Loam,Soybean,North,Summer,19.03,20.43,6.56,27.71,28.29,158.7,4.74,1.13,1.415,13.4,57.2,0.501,0.763,Good,Apply nitrogen fertilizer; Increase irrigation
